Semana,Avion_ID,Motor_asignado,Ciclos_acumulados,Umbral_maximo,Leased,Bought,Swap,OverThreshold
2,13,EC-8335-93,10264.099999999999,14500,,,0,0
2,14,EC-1648-21,13933.1,14500,,,0,0
2,15,EC-1251-58,7187.1,14500,,,0,0
2,16,EC-6100-57,2030.0,14500,,,0,0
2,17,EC-7599-49,7834.0,14500,,,0,0
2,18,EC-4413-71,13967.0,14500,,,0,0
2,19,EC-5767-40,2267.0,14500,,,0,0
2,20,EC-1620-18,1409.0,14500,,,0,0
2,21,EC-3695-90,13084.0,14500,,,0,0
2,22,EC-3089-36,231.82,15500,,,0,0
2,23,EC-7040-90,10933.82,15500,,,0,0
2,24,EC-9515-75,11519.82,15500,,,0,0
2,25,EC-5704-41,2787.8199999999997,15500,,,0,0
2,26,EC-9080-27,3517.82,15500,,,0,0
2,27,EC-9529-73,3825.82,15500,,,0,0
2,28,EC-4714-18,6277.82,15500,,,0,0
2,29,EC-3007-30,10804.82,15500,,,0,0
2,30,EXTRA_33,11.410000000000002,15500,,buy,0,0
3,1,EXTRA_32,45.50000000000001,14500,,,0,0
3,2,EC-2193-39,13449.25,14500,,,0,0
3,3,,0.0,14500,lease_2,,0,0
3,4,EC-7175-45,8105.0,14500,,,0,0
3,5,EC-9535-20,10095.0,14500,,,0,0
3,6,EC-6116-65,1019.0,14500,,,0,0
3,7,EC-2872-44,13573.0,14500,,,0,0
3,8,EC-6826-38,11161.0,14500,,,0,0
3,9,EC-9678-33,9016.0,14500,,,0,0
3,10,EC-6324-10,7184.0,14500,,,0,0
3,11,EC-8617-67,10412.0,14500,,,0,0
3,12,EC-5469-79,12167.0,14500,,,0,0
3,13,EC-8335-93,10286.15,14500,,,0,0
3,14,EC-1648-21,13955.15,14500,,,0,0
3,15,EC-1251-58,7209.150000000001,14500,,,0,0
3,16,EC-6100-57,2051.0,14500,,,0,0
3,17,EC-7599-49,7855.0,14500,,,0,0
3,18,EC-4413-71,13988.0,14500,,,0,0
3,19,EC-5767-40,2288.0,14500,,,0,0
3,20,EC-1620-18,1430.0,14500,,,0,0
3,21,EC-3695-90,13105.0,14500,,,0,0
3,22,EC-3089-36,243.23000000000002,15500,,,0,0
3,23,EC-7040-90,10945.23,15500,,,0,0
3,24,EC-9515-75,11531.23,15500,,,0,0
3,25,EC-5704-41,2799.2299999999996,15500,,,0,0
3,26,EC-9080-27,3529.23,15500,,,0,0
3,27,EC-9529-73,3837.23,15500,,,0,0
3,28,EC-4714-18,6289.2300000000005,15500,,,0,0
3,29,EC-3007-30,10816.23,15500,,,0,0
3,30,EXTRA_33,22.820000000000004,15500,,,0,0
4,1,EXTRA_32,68.25,14500,,,0,0
4,2,EC-2193-39,13472.0,14500,,,0,0
4,3,,0.0,14500,lease_3,,0,0
4,4,EC-7175-45,8126.0,14500,,,0,0
4,5,EC-9535-20,10116.0,14500,,,0,0
4,6,EC-6116-65,1040.0,14500,,,0,0
4,7,EC-2872-44,13594.0,14500,,,0,0
4,8,EC-6826-38,11182.0,14500,,,0,0
4,9,EC-9678-33,9037.0,14500,,,0,0
4,10,EC-6324-10,7205.0,14500,,,0,0
4,11,EC-8617-67,10433.0,14500,,,0,0
4,12,EC-5469-79,12188.0,14500,,,0,0
4,13,EC-8335-93,10308.199999999999,14500,,,0,0
4,14,EC-1648-21,13977.2,14500,,,0,0
4,15,EC-1251-58,7231.2,14500,,,0,0
4,16,EC-6100-57,2072.0,14500,,,0,0
4,17,EC-7599-49,7876.0,14500,,,0,0
4,18,EC-4413-71,14009.0,14500,,,0,0
4,19,EC-5767-40,2309.0,14500,,,0,0
4,20,EC-1620-18,1451.0,14500,,,0,0
4,21,EC-3695-90,13126.0,14500,,,0,0
4,22,EC-3089-36,254.64000000000001,15500,,,0,0
4,23,EC-7040-90,10956.64,15500,,,0,0
4,24,EC-9515-75,11542.64,15500,,,0,0
4,25,EC-5704-41,2810.64,15500,,,0,0
4,26,EC-9080-27,3540.64,15500,,,0,0
4,27,EC-9529-73,3848.64,15500,,,0,0
4,28,EC-4714-18,6300.64,15500,,,0,0
4,29,EC-3007-30,10827.64,15500,,,0,0
4,30,EXTRA_33,34.230000000000004,15500,,,0,0
5,1,EXTRA_32,91.00000000000001,14500,,,0,0
5,2,EC-2193-39,13494.75,14500,,,0,0
5,3,,0.0,14500,lease_4,,0,0
5,4,EC-7175-45,8147.0,14500,,,0,0
5,5,EC-9535-20,10137.0,14500,,,0,0
5,6,EC-6116-65,1061.0,14500,,,0,0
5,7,EC-2872-44,13615.0,14500,,,0,0
5,8,EC-6826-38,11203.0,14500,,,0,0
5,9,EC-9678-33,9058.0,14500,,,0,0
5,10,EC-6324-10,7226.0,14500,,,0,0
5,11,EC-8617-67,10454.0,14500,,,0,0
5,12,EC-5469-79,12209.0,14500,,,0,0
5,13,EC-8335-93,10330.249999999998,14500,,,0,0
5,14,EC-1648-21,13999.25,14500,,,0,0
5,15,EC-1251-58,7253.25,14500,,,0,0
5,16,EC-6100-57,2093.0,14500,,,0,0
5,17,EC-7599-49,7897.0,14500,,,0,0
5,18,EC-4413-71,14030.0,14500,,,0,0
5,19,EC-5767-40,2330.0,14500,,,0,0
5,20,EC-1620-18,1472.0,14500,,,0,0
5,21,EC-3695-90,13147.0,14500,,,0,0
5,22,EC-3089-36,266.05,15500,,,0,0
5,23,EC-7040-90,10968.050000000001,15500,,,0,0
5,24,EC-9515-75,11554.050000000001,15500,,,0,0
5,25,EC-5704-41,2822.0499999999997,15500,,,0,0
5,26,EC-9080-27,3552.05,15500,,,0,0
5,27,EC-9529-73,3860.05,15500,,,0,0
5,28,EC-4714-18,6312.05,15500,,,0,0
5,29,EC-3007-30,10839.050000000001,15500,,,0,0
5,30,EXTRA_33,45.64000000000001,15500,,,0,0
6,1,EXTRA_32,113.75000000000001,14500,,,0,0
6,2,EC-2193-39,13517.5,14500,,,0,0
6,3,,0.0,14500,lease_5,,0,0
6,4,EC-7175-45,8168.0,14500,,,0,0
6,5,EC-9535-20,10158.0,14500,,,0,0
6,6,EC-6116-65,1082.0,14500,,,0,0
6,7,EC-2872-44,13636.000000000002,14500,,,0,0
6,8,EC-6826-38,11224.0,14500,,,0,0
6,9,EC-9678-33,9079.0,14500,,,0,0
6,10,EC-6324-10,7247.0,14500,,,0,0
6,11,EC-8617-67,10475.0,14500,,,0,0
6,12,EC-5469-79,12230.0,14500,,,0,0
6,13,EC-8335-93,10352.300000000001,14500,,,0,0
6,14,EC-1648-21,14021.300000000001,14500,,,0,0
6,15,EC-1251-58,7275.3,14500,,,0,0
6,16,EC-6100-57,2114.0,14500,,,0,0
6,17,EC-7599-49,7918.0,14500,,,0,0
6,18,EC-4413-71,14051.0,14500,,,0,0
6,19,EC-5767-40,2351.0,14500,,,0,0
6,20,EC-1620-18,1493.0,14500,,,0,0
6,21,EC-3695-90,13168.0,14500,,,0,0
6,22,EC-3089-36,277.46,15500,,,0,0
6,23,EC-7040-90,10979.460000000001,15500,,,0,0
6,24,EC-9515-75,11565.460000000001,15500,,,0,0
6,25,EC-5704-41,2833.4600000000005,15500,,,0,0
6,26,EC-9080-27,3563.46,15500,,,0,0
6,27,EC-9529-73,3871.46,15500,,,0,0
6,28,EC-4714-18,6323.46,15500,,,0,0
6,29,EC-3007-30,10850.460000000001,15500,,,0,0
6,30,EXTRA_33,57.050000000000004,15500,,,0,0
7,1,EXTRA_32,136.5,14500,,,0,0
7,2,EC-2193-39,13540.25,14500,,,0,0
7,3,,0.0,14500,lease_6,,0,0
7,4,EC-7175-45,8189.0,14500,,,0,0
7,5,EC-9535-20,10179.0,14500,,,0,0
7,6,EC-6116-65,1103.0,14500,,,0,0
7,7,EC-2872-44,13657.000000000002,14500,,,0,0
7,8,EC-6826-38,11245.0,14500,,,0,0
7,9,EC-9678-33,9100.0,14500,,,0,0
7,10,EC-6324-10,7268.0,14500,,,0,0
7,11,EC-8617-67,10496.0,14500,,,0,0
7,12,EC-5469-79,12251.0,14500,,,0,0
7,13,EC-8335-93,10374.35,14500,,,0,0
7,14,EC-1648-21,14043.35,14500,,,0,0
7,15,EC-1251-58,7297.35,14500,,,0,0
7,16,EC-6100-57,2135.0,14500,,,0,0
7,17,EC-7599-49,7939.0,14500,,,0,0
7,18,EC-4413-71,14072.0,14500,,,0,0
7,19,EC-5767-40,2372.0,14500,,,0,0
7,20,EC-1620-18,1514.0,14500,,,0,0
7,21,EC-3695-90,13189.0,14500,,,0,0
7,22,EC-3089-36,288.87,15500,,,0,0
7,23,EC-7040-90,10990.87,15500,,,0,0
7,24,EC-9515-75,11576.87,15500,,,0,0
7,25,EC-5704-41,2844.8700000000003,15500,,,0,0
7,26,EC-9080-27,3574.87,15500,,,0,0
7,27,EC-9529-73,3882.87,15500,,,0,0
7,28,EC-4714-18,6334.87,15500,,,0,0
7,29,EC-3007-30,10861.87,15500,,,0,0
7,30,EXTRA_33,68.46000000000001,15500,,,0,0
8,1,EXTRA_32,159.25000000000003,14500,,,0,0
8,2,EC-2193-39,13563.0,14500,,,0,0
8,3,,0.0,14500,lease_7,,0,0
8,4,EC-7175-45,8210.0,14500,,,0,0
8,5,EC-9535-20,10200.0,14500,,,0,0
8,6,EC-6116-65,1124.0,14500,,,0,0
8,7,EC-2872-44,13678.000000000002,14500,,,0,0
8,8,EC-6826-38,11266.0,14500,,,0,0
8,9,EC-9678-33,9121.0,14500,,,0,0
8,10,EC-6324-10,7289.0,14500,,,0,0
8,11,EC-8617-67,10517.0,14500,,,0,0
8,12,EC-5469-79,12272.0,14500,,,0,0
8,13,EC-8335-93,10396.400000000001,14500,,,0,0
8,14,EC-1648-21,14065.4,14500,,,0,0
8,15,EC-1251-58,7319.400000000001,14500,,,0,0
8,16,EC-6100-57,2156.0,14500,,,0,0
8,17,EC-7599-49,7960.0,14500,,,0,0
8,18,EC-4413-71,14093.0,14500,,,0,0
8,19,EC-5767-40,2393.0,14500,,,0,0
8,20,EC-1620-18,1535.0,14500,,,0,0
8,21,EC-3695-90,13210.0,14500,,,0,0
8,22,EC-3089-36,300.28000000000003,15500,,,0,0
8,23,EC-7040-90,11002.28,15500,,,0,0
8,24,EC-9515-75,11588.28,15500,,,0,0
8,25,EC-5704-41,2856.28,15500,,,0,0
8,26,EC-9080-27,3586.28,15500,,,0,0
8,27,EC-9529-73,3894.28,15500,,,0,0
8,28,EC-4714-18,6346.28,15500,,,0,0
8,29,EC-3007-30,10873.28,15500,,,0,0
8,30,EXTRA_33,79.87,15500,,,0,0
9,1,EXTRA_32,182.00000000000003,14500,,,0,0
9,2,EC-2193-39,13585.75,14500,,,0,0
9,3,,0.0,14500,lease_8,,0,0
9,4,EC-7175-45,8231.0,14500,,,0,0
9,5,EC-9535-20,10221.0,14500,,,0,0
9,6,EC-6116-65,1145.0,14500,,,0,0
9,7,EC-2872-44,13699.000000000002,14500,,,0,0
9,8,EC-6826-38,11287.0,14500,,,0,0
9,9,EC-9678-33,9142.0,14500,,,0,0
9,10,EC-6324-10,7310.0,14500,,,0,0
9,11,EC-8617-67,10538.0,14500,,,0,0
9,12,EC-5469-79,12293.0,14500,,,0,0
9,13,EC-8335-93,10418.45,14500,,,0,0
9,14,EC-1648-21,14087.45,14500,,,0,0
9,15,EC-1251-58,7341.45,14500,,,0,0
9,16,EC-6100-57,2177.0,14500,,,0,0
9,17,EC-7599-49,7981.0,14500,,,0,0
9,18,EC-4413-71,14114.0,14500,,,0,0
9,19,EC-5767-40,2414.0,14500,,,0,0
9,20,EC-1620-18,1556.0,14500,,,0,0
9,21,EC-3695-90,13231.0,14500,,,0,0
9,22,EC-3089-36,311.69,15500,,,0,0
9,23,EC-7040-90,11013.69,15500,,,0,0
9,24,EC-9515-75,11599.69,15500,,,0,0
9,25,EC-5704-41,2867.69,15500,,,0,0
9,26,EC-9080-27,3597.69,15500,,,0,0
9,27,EC-9529-73,3905.69,15500,,,0,0
9,28,EC-4714-18,6357.6900000000005,15500,,,0,0
9,29,EC-3007-30,10884.69,15500,,,0,0
9,30,EXTRA_33,91.28000000000002,15500,,,0,0
10,1,EXTRA_32,204.75000000000003,14500,,,0,0
10,2,EC-2193-39,13608.5,14500,,,0,0
10,3,,0.0,14500,lease_9,,0,0
10,4,EC-7175-45,8252.0,14500,,,0,0
10,5,EC-9535-20,10242.0,14500,,,0,0
10,6,EC-6116-65,1166.0,14500,,,0,0
10,7,EC-2872-44,13720.000000000002,14500,,,0,0
10,8,EC-6826-38,11308.0,14500,,,0,0
10,9,EC-9678-33,9163.0,14500,,,0,0
10,10,EC-6324-10,7331.0,14500,,,0,0
10,11,EC-8617-67,10559.0,14500,,,0,0
10,12,EC-5469-79,12314.0,14500,,,0,0
10,13,EC-8335-93,10440.500000000002,14500,,,0,0
10,14,EC-1648-21,14109.5,14500,,,0,0
10,15,EC-1251-58,7363.5,14500,,,0,0
10,16,EC-6100-57,2198.0,14500,,,0,0
10,17,EC-7599-49,8002.0,14500,,,0,0
10,18,EC-4413-71,14135.0,14500,,,0,0
10,19,EC-5767-40,2435.0,14500,,,0,0
10,20,EC-1620-18,1577.0,14500,,,0,0
10,21,EC-3695-90,13252.0,14500,,,0,0
10,22,EC-3089-36,323.1,15500,,,0,0
10,23,EC-7040-90,11025.1,15500,,,0,0
10,24,EC-9515-75,11611.1,15500,,,0,0
10,25,EC-5704-41,2879.1000000000004,15500,,,0,0
10,26,EC-9080-27,3609.1,15500,,,0,0
10,27,EC-9529-73,3917.1,15500,,,0,0
10,28,EC-4714-18,6369.1,15500,,,0,0
10,29,EC-3007-30,10896.1,15500,,,0,0
10,30,EXTRA_33,102.69000000000001,15500,,,0,0
11,1,EXTRA_32,227.50000000000003,14500,,,0,0
11,2,EC-2193-39,13631.25,14500,,,0,0
11,3,,0.0,14500,lease_10,,0,0
11,4,EC-7175-45,8273.0,14500,,,0,0
11,5,EC-9535-20,10263.0,14500,,,0,0
11,6,EC-6116-65,1187.0,14500,,,0,0
11,7,EC-2872-44,13741.000000000002,14500,,,0,0
11,8,EC-6826-38,11329.0,14500,,,0,0
11,9,EC-9678-33,9184.0,14500,,,0,0
11,10,EC-6324-10,7352.0,14500,,,0,0
11,11,EC-8617-67,10580.0,14500,,,0,0
11,12,EC-5469-79,12335.0,14500,,,0,0
11,13,EC-8335-93,10462.550000000001,14500,,,0,0
11,14,EC-1648-21,14131.550000000001,14500,,,0,0
11,15,EC-1251-58,7385.55,14500,,,0,0
11,16,EC-6100-57,2219.0,14500,,,0,0
11,17,EC-7599-49,8023.0,14500,,,0,0
11,18,EC-4413-71,14156.0,14500,,,0,0
11,19,EC-5767-40,2456.0,14500,,,0,0
11,20,EC-1620-18,1598.0,14500,,,0,0
11,21,EC-3695-90,13273.0,14500,,,0,0
11,22,EC-3089-36,334.51,15500,,,0,0
11,23,EC-7040-90,11036.51,15500,,,0,0
11,24,EC-9515-75,11622.51,15500,,,0,0
11,25,EC-5704-41,2890.51,15500,,,0,0
11,26,EC-9080-27,3620.51,15500,,,0,0
11,27,EC-9529-73,3928.51,15500,,,0,0
11,28,EC-4714-18,6380.51,15500,,,0,0
11,29,EC-3007-30,10907.51,15500,,,0,0
11,30,EXTRA_33,114.10000000000001,15500,,,0,0
12,1,EXTRA_32,250.25000000000003,14500,,,0,0
12,2,EC-2193-39,13654.0,14500,,,0,0
12,3,,0.0,14500,lease_11,,0,0
12,4,EC-7175-45,8294.0,14500,,,0,0
12,5,EC-9535-20,10284.0,14500,,,0,0
12,6,EC-6116-65,1208.0,14500,,,0,0
12,7,EC-2872-44,13762.000000000002,14500,,,0,0
12,8,EC-6826-38,11350.0,14500,,,0,0
12,9,EC-9678-33,9205.0,14500,,,0,0
12,10,EC-6324-10,7373.0,14500,,,0,0
12,11,EC-8617-67,10601.0,14500,,,0,0
12,12,EC-5469-79,12356.0,14500,,,0,0
12,13,EC-8335-93,10484.6,14500,,,0,0
12,14,EC-1648-21,14153.6,14500,,,0,0
12,15,EC-1251-58,7407.6,14500,,,0,0
12,16,EC-6100-57,2240.0,14500,,,0,0
12,17,EC-7599-49,8044.0,14500,,,0,0
12,18,EC-4413-71,14177.0,14500,,,0,0
12,19,EC-5767-40,2477.0,14500,,,0,0
12,20,EC-1620-18,1619.0,14500,,,0,0
12,21,EC-3695-90,13294.0,14500,,,0,0
12,22,EC-3089-36,345.92,15500,,,0,0
12,23,EC-7040-90,11047.92,15500,,,0,0
12,24,EC-9515-75,11633.92,15500,,,0,0
12,25,EC-5704-41,2901.92,15500,,,0,0
12,26,EC-9080-27,3631.92,15500,,,0,0
12,27,EC-9529-73,3939.92,15500,,,0,0
12,28,EC-4714-18,6391.92,15500,,,0,0
12,29,EC-3007-30,10918.92,15500,,,0,0
12,30,EXTRA_33,125.51,15500,,,0,0
13,1,EXTRA_32,273.0,14500,,,0,0
13,2,EC-2193-39,13676.75,14500,,,0,0
13,3,,0.0,14500,lease_12,,0,0
13,4,EC-7175-45,8315.0,14500,,,0,0
13,5,EC-9535-20,10305.0,14500,,,0,0
13,6,EC-6116-65,1229.0,14500,,,0,0
13,7,EC-2872-44,13783.000000000002,14500,,,0,0
13,8,EC-6826-38,11371.0,14500,,,0,0
13,9,EC-9678-33,9226.0,14500,,,0,0
13,10,EC-6324-10,7394.0,14500,,,0,0
13,11,EC-8617-67,10622.0,14500,,,0,0
13,12,EC-5469-79,12377.0,14500,,,0,0
13,13,EC-8335-93,10506.650000000001,14500,,,0,0
13,14,EC-1648-21,14175.65,14500,,,0,0
13,15,EC-1251-58,7429.650000000001,14500,,,0,0
13,16,EC-6100-57,2261.0,14500,,,0,0
13,17,EC-7599-49,8065.0,14500,,,0,0
13,18,EC-4413-71,14198.0,14500,,,0,0
13,19,EC-5767-40,2498.0,14500,,,0,0
13,20,EC-1620-18,1640.0,14500,,,0,0
13,21,EC-3695-90,13315.0,14500,,,0,0
13,22,EC-3089-36,357.33,15500,,,0,0
13,23,EC-7040-90,11059.33,15500,,,0,0
13,24,EC-9515-75,11645.33,15500,,,0,0
13,25,EC-5704-41,2913.3300000000004,15500,,,0,0
13,26,EC-9080-27,3643.33,15500,,,0,0
13,27,EC-9529-73,3951.33,15500,,,0,0
13,28,EC-4714-18,6403.33,15500,,,0,0
13,29,EC-3007-30,10930.33,15500,,,0,0
13,30,EXTRA_33,136.92000000000002,15500,,,0,0
14,1,EXTRA_32,295.75,14500,,,0,0
14,2,EC-2193-39,13699.5,14500,,,0,0
14,3,,0.0,14500,lease_13,,0,0
14,4,EC-7175-45,8336.0,14500,,,0,0
14,5,EC-9535-20,10326.0,14500,,,0,0
14,6,EC-6116-65,1250.0,14500,,,0,0
14,7,EC-2872-44,13804.000000000002,14500,,,0,0
14,8,EC-6826-38,11392.0,14500,,,0,0
14,9,EC-9678-33,9247.0,14500,,,0,0
14,10,EC-6324-10,7415.0,14500,,,0,0
14,11,EC-8617-67,10643.0,14500,,,0,0
14,12,EC-5469-79,12398.0,14500,,,0,0
14,13,EC-8335-93,10528.7,14500,,,0,0
14,14,EC-1648-21,14197.7,14500,,,0,0
14,15,EC-1251-58,7451.7,14500,,,0,0
14,16,EC-6100-57,2282.0,14500,,,0,0
14,17,EC-7599-49,8086.0,14500,,,0,0
14,18,EC-4413-71,14219.0,14500,,,0,0
14,19,EC-5767-40,2519.0,14500,,,0,0
14,20,EC-1620-18,1661.0,14500,,,0,0
14,21,EC-3695-90,13336.0,14500,,,0,0
14,22,EC-3089-36,368.74,15500,,,0,0
14,23,EC-7040-90,11070.74,15500,,,0,0
14,24,EC-9515-75,11656.74,15500,,,0,0
14,25,EC-5704-41,2924.7400000000002,15500,,,0,0
14,26,EC-9080-27,3654.7400000000002,15500,,,0,0
14,27,EC-9529-73,3962.7400000000002,15500,,,0,0
14,28,EC-4714-18,6414.74,15500,,,0,0
14,29,EC-3007-30,10941.74,15500,,,0,0
14,30,EXTRA_33,148.33,15500,,,0,0
15,1,EXTRA_32,318.50000000000006,14500,,,0,0
15,2,EC-2193-39,13722.25,14500,,,0,0
15,3,,0.0,14500,lease_14,,0,0
15,4,EC-7175-45,8357.0,14500,,,0,0
15,5,EC-9535-20,10347.0,14500,,,0,0
15,6,EC-6116-65,1271.0,14500,,,0,0
15,7,EC-2872-44,13825.000000000002,14500,,,0,0
15,8,EC-6826-38,11413.0,14500,,,0,0
15,9,EC-9678-33,9268.0,14500,,,0,0
15,10,EC-6324-10,7436.0,14500,,,0,0
15,11,EC-8617-67,10664.0,14500,,,0,0
15,12,EC-5469-79,12419.0,14500,,,0,0
15,13,EC-8335-93,10550.750000000002,14500,,,0,0
15,14,EC-1648-21,14219.75,14500,,,0,0
15,15,EC-1251-58,7473.75,14500,,,0,0
15,16,EC-6100-57,2303.0,14500,,,0,0
15,17,EC-7599-49,8107.0,14500,,,0,0
15,18,EC-4413-71,14240.0,14500,,,0,0
15,19,EC-5767-40,2540.0,14500,,,0,0
15,20,EC-1620-18,1682.0,14500,,,0,0
15,21,EC-3695-90,13357.0,14500,,,0,0
15,22,EC-3089-36,380.15000000000003,15500,,,0,0
15,23,EC-7040-90,11082.15,15500,,,0,0
15,24,EC-9515-75,11668.15,15500,,,0,0
15,25,EC-5704-41,2936.15,15500,,,0,0
15,26,EC-9080-27,3666.15,15500,,,0,0
15,27,EC-9529-73,3974.15,15500,,,0,0
15,28,EC-4714-18,6426.150000000001,15500,,,0,0
15,29,EC-3007-30,10953.15,15500,,,0,0
15,30,EXTRA_33,159.74,15500,,,0,0
16,1,EXTRA_32,341.25000000000006,14500,,,0,0
16,2,EC-2193-39,13745.0,14500,,,0,0
16,3,,0.0,14500,lease_15,,0,0
16,4,EC-7175-45,8378.0,14500,,,0,0
16,5,EC-9535-20,10368.0,14500,,,0,0
16,6,EC-6116-65,1292.0,14500,,,0,0
16,7,EC-2872-44,13846.000000000002,14500,,,0,0
16,8,EC-6826-38,11434.0,14500,,,0,0
16,9,EC-9678-33,9289.0,14500,,,0,0
16,10,EC-6324-10,7457.0,14500,,,0,0
16,11,EC-8617-67,10685.0,14500,,,0,0
16,12,EC-5469-79,12440.0,14500,,,0,0
16,13,EC-8335-93,10572.800000000001,14500,,,0,0
16,14,EC-1648-21,14241.800000000001,14500,,,0,0
16,15,EC-1251-58,7495.8,14500,,,0,0
16,16,EC-6100-57,2324.0,14500,,,0,0
16,17,EC-7599-49,8128.0,14500,,,0,0
16,18,EC-4413-71,14261.0,14500,,,0,0
16,19,EC-5767-40,2561.0,14500,,,0,0
16,20,EC-1620-18,1703.0,14500,,,0,0
16,21,EC-3695-90,13378.0,14500,,,0,0
16,22,EC-3089-36,391.56,15500,,,0,0
16,23,EC-7040-90,11093.56,15500,,,0,0
16,24,EC-9515-75,11679.56,15500,,,0,0
16,25,EC-5704-41,2947.5600000000004,15500,,,0,0
16,26,EC-9080-27,3677.56,15500,,,0,0
16,27,EC-9529-73,3985.56,15500,,,0,0
16,28,EC-4714-18,6437.56,15500,,,0,0
16,29,EC-3007-30,10964.56,15500,,,0,0
16,30,EXTRA_33,171.15,15500,,,0,0
17,1,EXTRA_32,364.00000000000006,14500,,,0,0
17,2,EC-2193-39,13767.75,14500,,,0,0
17,3,,0.0,14500,lease_16,,0,0
17,4,EC-7175-45,8399.0,14500,,,0,0
17,5,EC-9535-20,10389.0,14500,,,0,0
17,6,EC-6116-65,1313.0,14500,,,0,0
17,7,EC-2872-44,13867.000000000002,14500,,,0,0
17,8,EC-6826-38,11455.0,14500,,,0,0
17,9,EC-9678-33,9310.0,14500,,,0,0
17,10,EC-6324-10,7478.0,14500,,,0,0
17,11,EC-8617-67,10706.0,14500,,,0,0
17,12,EC-5469-79,12461.0,14500,,,0,0
17,13,EC-8335-93,10594.85,14500,,,0,0
17,14,EC-1648-21,14263.85,14500,,,0,0
17,15,EC-1251-58,7517.85,14500,,,0,0
17,16,EC-6100-57,2345.0,14500,,,0,0
17,17,EC-7599-49,8149.0,14500,,,0,0
17,18,EC-4413-71,14282.0,14500,,,0,0
17,19,EC-5767-40,2582.0,14500,,,0,0
17,20,EC-1620-18,1724.0,14500,,,0,0
17,21,EC-3695-90,13399.0,14500,,,0,0
17,22,EC-3089-36,402.97,15500,,,0,0
17,23,EC-7040-90,11104.97,15500,,,0,0
17,24,EC-9515-75,11690.97,15500,,,0,0
17,25,EC-5704-41,2958.9700000000003,15500,,,0,0
17,26,EC-9080-27,3688.9700000000003,15500,,,0,0
17,27,EC-9529-73,3996.9700000000003,15500,,,0,0
17,28,EC-4714-18,6448.97,15500,,,0,0
17,29,EC-3007-30,10975.97,15500,,,0,0
17,30,EXTRA_33,182.56000000000003,15500,,,0,0
18,1,EXTRA_32,386.75000000000006,14500,,,0,0
18,2,EC-2193-39,13790.5,14500,,,0,0
18,3,,0.0,14500,lease_17,,0,0
18,4,EC-7175-45,8420.0,14500,,,0,0
18,5,EC-9535-20,10410.0,14500,,,0,0
18,6,EC-6116-65,1334.0,14500,,,0,0
18,7,EC-2872-44,13888.000000000002,14500,,,0,0
18,8,EC-6826-38,11476.0,14500,,,0,0
18,9,EC-9678-33,9331.0,14500,,,0,0
18,10,EC-6324-10,7499.0,14500,,,0,0
18,11,EC-8617-67,10727.0,14500,,,0,0
18,12,EC-5469-79,12482.0,14500,,,0,0
18,13,EC-8335-93,10616.900000000001,14500,,,0,0
18,14,EC-1648-21,14285.9,14500,,,0,0
18,15,EC-1251-58,7539.900000000001,14500,,,0,0
18,16,EC-6100-57,2366.0,14500,,,0,0
18,17,EC-7599-49,8170.0,14500,,,0,0
